id,level,source_page,section,entry_type,word,article,plural,word_type,verb_present,verb_perfect,translation_en,translation_tr,translation_ru,translation_uk,translation_fa,translation_ar,difficulty,category_id,example_de
815,A2,24,S,main,scharf,,,Other,,,sharp / spicy,acı / keskin,острый / острый на вкус,гострий / пряний,تیز / تند,حاد / حارّ,5,5,Das Essen ist sehr scharf.
816,A2,24,S,main,scheinen,,,Verb,scheint,,to shine / seem,görünmek / parlamak,светить / казаться,світити / здаватися,درخشیدن / به نظر رسیدن,يسطع / يبدو,6,21,Die Sonne scheint heute.
817,A2,24,S,main,schenken,,,Verb,schenkt,hat geschenkt,to give (as a gift),hediye etmek,дарить,дарувати,هدیه دادن,يُهدي / يمنح (هدية),6,21,Ich schenke meiner Mutter Blumen.
818,A2,24,S,main,Schere,die,-n,Noun,,,scissors,makas,ножницы,ножиці,قیچی,مقص,5,21,Ich brauche eine Schere.
819,A2,24,S,main,schicken,,,Verb,schickt,hat geschickt,to send,göndermek,посылать,надсилати / відправляти,فرستادن,يُرسل,6,21,Ich schicke dir eine E-Mail.
820,A2,24,S,main,Schiff,das,-e,Noun,,,ship,gemi,корабль,корабель,کشتی,سفينة,5,11,Das Schiff fährt von Hamburg nach Kiel.
821,A2,24,S,main,Schirm,der,,Noun,,,umbrella / screen,şemsiye,зонт / экран,парасолька / екран,چتر / صفحه‌نمایش,مظلة / شاشة,5,21,"Ich nehme meinen Schirm mit, weil es regnen soll."
822,A2,24,R,main,Reise,die,-n,Noun,,,journey / trip,yolculuk,поездка / путешествие,подорож,سفر,رحلة / سفر,5,10,Wir planen eine Reise nach Wien.
823,A2,24,R,main,Reisebüro,das,-s,Noun,,,travel agency,seyahat acentesi,туристическое агентство,туристичне агентство,آژانس مسافرتی,وكالة سفر,9,10,Ich buche die Reise im Reisebüro.
824,A2,24,R,main,Reiseführer,der,-,Noun,,,travel guide,gezi rehberi,путеводитель,путівник,راهنمای سفر,دليل سياحي,10,10,Der Reiseführer zeigt uns die Altstadt.
825,A2,24,R,main,reisen,,,Verb,reist,,to travel,seyehat etmek,путешествовать,подорожувати,سفر کردن,يسافر,5,10,Ich reise nächstes Jahr nach Japan.
826,A2,24,R,main,reiten,,,Verb,reitet,ist geritten,to ride (horse),at binmek,ездить верхом,їздити верхи,اسب‌سواری کردن,يركب (خيل),8,15,Ich reite jeden Sommer auf einem Bauernhof.
827,A2,24,R,main,renovieren,,,Verb,renoviert,hat renoviert,to renovate,renove etmek,ремонтировать / обновлять,ремонтувати / оновлювати,بازسازی کردن,يُجدّد / يرمّم,10,6,Wir renovieren die Wohnung im Sommer.
828,A2,24,R,main,Rentnerin,die,-nen,Noun,,,pensioner (female),emekli (kadın),пенсионерка (жен.),пенсіонерка,زن بازنشسته,متقاعدة (مؤنث),7,8,Die Rentnerin geht täglich spazieren.
829,A2,24,R,main,Reparatur,die,-en,Noun,,,repair,tamir,ремонт,ремонт,تعمیر,إصلاح,9,21,Das Auto ist in der Reparatur.
830,A2,24,R,main,reservieren,,,Verb,reserviert,,to reserve,rezerve etmek,резервировать,резервувати / бронювати,رزرو کردن,يحجز,7,10,Ich reserviere einen Tisch für drei Personen.
831,A2,24,R,main,Rest,der,-e,Noun,,,rest / remainder,kalan,остаток / остальное,залишок,باقی‌مانده,بقية / ما تبقى,4,1,Isst du noch etwas von dem Rest?
832,A2,24,R,main,Restaurant,das,-s,Noun,,,restaurant,restoran,ресторан,ресторан,رستوران,مطعم,3,5,Wir gehen heute Abend in ein Restaurant.
833,A2,24,R,main,Rezeption,die,en,Noun,,,reception (desk),resepsiyon,ресепшен / стойка регистрации,ресепшн / стійка реєстрації,پذیرش,استقبال (مكتب),9,10,An der Rezeption bekomme ich den Zimmerschlüssel.
834,A2,24,R,main,richtig,,,Other,,,correct / right,doğru,правильный / верный,правильний / вірний,درست / صحیح,صحيح / صواب,2,13,Das ist die richtige Antwort.
835,A2,24,R,main,riechen,,,Verb,riecht,hat gerochen,to smell,kokmak,пахнуть,нюхати / пахнути,بو دادن / بو کردن,يشمّ,8,5,Das Essen riecht gut.
836,A2,24,R,main,Rind,das,,Noun,,,beef / cattle,sığır eti,говядина / крупный рогатый скот,яловичина / велика рогата худоба,گوشت گاو / گاو,لحم بقري / ماشية,8,5,Ich esse kein Rindfleisch.
837,A2,24,R,main,Rose,die,-n,Noun,,,rose,gül,роза,троянда,رز,وردة,1,14,Ich kaufe meiner Mutter eine Rose.
838,A2,24,R,main,Rücken,der,-,Noun,,,back (body),sırt,спина,спина,پشت,ظهر (جسم),3,4,Mein Rücken tut weh.
839,A2,24,R,main,rufen,,,Verb,ruft,hat gerufen,to call / shout,bağırmak / çağırmak,звать / кричать,кликати / кричати,صدا زدن / فریاد زدن,يُنادي / يصرخ,5,21,Ich rufe dich morgen an.
840,A2,24,R,main,Ruhe,die,,Noun,,,quiet / peace / rest,huzur,покой / тишина / отдых,спокій / тиша,آرامش / سکوت,هدوء / سلام / راحة,1,21,Bitte! Ich brauche Ruhe.
841,A2,24,R,main,ruhig,,,Other,,,quiet / calm,sakin,тихий / спокойный,тихий / спокійний,آرام / ساکت,هادئ / مطمئن,2,19,Das Cafe ist sehr ruhig.
842,A2,25,S,main,Schüler,der,- /,Noun,,,pupil / school student (male),öğrenci (erkek),ученик / школьник (муж.),учень (чол.),دانش‌آموز پسر,تلميذ / طالب مدرسة (مذكر),6,9,Der Schüler lernt fleißig.
843,A2,25,S,main,Schülerin,die,-nen,Noun,,,pupil / school student (female),öğrenci (kız),ученица / школьница (жен.),учениця,دانش‌آموز دختر,تلميذة / طالبة مدرسة (مؤنث),7,9,Die Schülerin beantwortet die Frage richtig.
844,A2,25,S,main,schwach,,,Other,,,weak,zayıf,слабый,слабкий,ضعیف,ضعيف,3,4,Ich bin sehr schwach nach der Krankheit.
845,A2,25,S,main,schwierig,,,Other,,,difficult,zor,трудный,складний / важкий,دشوار,صعب,9,21,Die Prüfung war sehr schwierig.
846,A2,25,S,main,schwimmen,,,Verb,schwimmt,ist geschwommen,to swim,yüzmek,плавать,плавати,شنا کردن,يسبح,7,15,Im Sommer schwimmen wir im See.
847,A2,25,S,main,See,der,-n,Noun,,,lake,göl,озеро,озеро,دریاچه,بحيرة,4,14,Wir machen einen Spaziergang am See.
848,A2,25,S,main,See,die,,Noun,,,sea,deniz,море,море,دریا,بحر,4,14,Wir fahren im Sommer ans Meer.
849,A2,25,S,main,sehen,,,Verb,sieht,hat gesehen,to see,görmek,видеть,бачити,دیدن,يرى,2,21,Ich sehe meinen Freund dort stehen.
850,A2,25,S,main,Sehens-,die,,Noun,,,tourist attraction (compound),gezilecek yer- (önek),достопримечательность- (часть сложного слова),визначне місце (частина складного слова),دیدنی-,معلم سياحي (مركب),8,10,Die Sehenswürdigkeiten der Stadt sind bekannt.
851,A2,25,S,main,sehr,,,Other,,,very,çok,очень,дуже,خیلی,جداً,1,21,Ich bin sehr müde heute.
852,A2,25,S,main,Seife,die,-n,Noun,,,soap,sebep? (typo) Seife -> sabun,мыло,мило,صابون,صابون,8,21,Ich wasche mir die Hände mit Seife.
853,A2,25,S,main,Service,der,,Noun,,,service,hizmet,сервис / обслуживание,сервіс / обслуговування,خدمت / سرویس,خدمة,6,21,Der Service in diesem Hotel ist ausgezeichnet.
854,A2,25,S,main,setzen,,,Verb,setzt,hat gesetzt,to sit down / place,oturmak / koymak,садиться / ставить,сідати / класти,نشستن / گذاشتن,يجلس / يضع,8,21,Setz dich bitte.
855,A2,25,S,main,schlecht,,,Other,,,bad / poor,kötü,плохой,поганий,بد,سيء / رديء,2,21,Das Wetter heute ist schlecht.
856,A2,25,S,main,schließen,,,Verb,schließt,,to close / shut,kapatmak,закрывать,закривати,بستن,يغلق / يُوصد,7,21,Das Geschäft schließt um acht Uhr.
857,A2,25,S,main,Schluss,der,¨-e,Noun,,,end / conclusion,son / sonuç,конец / завершение,кінець / висновок,پایان / نتیجه,نهاية / خاتمة,6,21,Am Schluss des Films war ich überrascht.
858,A2,25,S,main,Schlüssel,der,-,Noun,,,key,anahtar,ключ,ключ,کلید,مفتاح,7,6,Wo ist mein Schlüssel?
859,A2,25,S,main,schmecken,,,Verb,schmeckt,,to taste,tatmak,иметь вкус / быть вкусным,мати смак / смакувати,طعم داشتن / مزه دادن,يتذوق,7,5,Das Essen schmeckt sehr gut.
860,A2,25,S,main,Schmerz,der,-en,Noun,,,pain / ache,ağrı,боль,біль,درد,ألم / وجع,6,4,Er hat Schmerzen im Rücken.
861,A2,25,S,main,schneien,,,Verb,schneit,hat geschneit,to snow,kar yağmak,идти снег / снежить,іти (про сніг) / снігопад,برف باریدن,يتساقط الثلج,6,14,Es hat heute zum ersten Mal geschneit.
862,A2,25,S,main,schnell,,,Other,,,fast / quick,çabuk,быстрый,швидкий,سریع,سريع / عجول,2,21,Der Zug fährt sehr schnell.
863,A2,25,S,main,schon,,,Other,,,already,zaten,уже,вже,قبلاً / دیگر,بالفعل,2,21,Bist du schon fertig?
864,A2,25,S,main,schön,,,Other,,,beautiful / nice,güzel,красивый / хороший,гарний / красивий,زیبا / خوب,جميل / لطيف,2,21,Das Kleid ist wirklich schön.
865,A2,25,S,main,Schrank,der,¨-e,Noun,,,cupboard / wardrobe,elbise dolabı,шкаф,шафа,کمد,خزانة / دولاب,6,6,Ich hänge meinen Mantel in den Schrank.
866,A2,25,S,main,schrecklich,,,Other,,,terrible / awful,feci,ужасный / страшный,жахливий / страшний,وحشتناک,رهيب / فظيع,7,21,Das Wetter war gestern schrecklich.
867,A2,25,S,main,schreiben,,,Verb,schreibt,hat geschrieben,to write,yazmak,писать,писати,نوشتن,يكتب,3,13,Ich schreibe einen Brief an meine Freundin.
868,A2,25,S,main,schriftlich,,,Other,,,in writing / written,yazılı,письменно / в письменной форме,письмово / письмовий,کتبی / مکتوب,كتابياً / مكتوب,10,21,Bitte schick uns die Bewerbung schriftlich.
869,A2,25,S,main,Schuh,der,-e,Noun,,,shoe,ayakkabı,туфля / ботинок,взуття / туфля,کفش,حذاء,2,7,Ich kaufe neue Schuhe.
870,A2,25,S,main,Schule,die,-n,Noun,,,school,okul,школа,школа,مدرسه,مدرسة,1,9,Meine Kinder gehen in die Schule.
871,A2,26,S,main,spielen,,,Verb,spielt,,to play,oynamak,играть,грати,بازی کردن,يلعب,2,15,Kinder spielen gern Fußball.
872,A2,26,S,main,Sport,der,,Noun,,,sport / sports,spor,спорт,спорт,ورزش,رياضة / رياضات,2,9,Ich treibe täglich Sport.
873,A2,26,S,main,Sprache,die,-n,Noun,,,language,dil,язык,мова,زبان,لغة,3,13,Ich lerne viele Sprachen.
874,A2,26,S,main,sprechen,,,Verb,spricht,hat gesprochen,to speak / talk,konuşmak,говорить / разговаривать,говорити / розмовляти,صحبت کردن,يتكلم / يتحدث,3,13,Er spricht sehr gut Deutsch.
875,A2,26,S,main,Sprech-,die,,Noun,,,office hours (compound),danışma- (önek),часы приёма- (часть сложного слова),прийомні години (частина складного слова),ساعات مراجعه-,ساعات الاستقبال (مركب),8,21,Die Sprechstunde beginnt um neun Uhr.
876,A2,26,S,main,Stadt,die,¨-e,Noun,,,city / town,şehir,город,місто,شهر,مدينة / بلدة,2,20,Ich wohne in einer großen Stadt.
877,A2,26,S,main,stattfinden,,,Verb,,,to take place / occur,gerçekleşmek,происходить / состояться,відбуватися,برگزار شدن / رخ دادن,يجري / يقع,10,2,Das Konzert findet heute statt.
878,A2,26,S,main,stehen,,,Verb,steht,,to stand,ayakta durmak,стоять,стояти,ایستادن,يقف,3,21,Er steht vor dem Eingang und wartet.
879,A2,26,S,main,Stelle,die,-n,Noun,,,position / job / place,görev / yer,место / должность / участок,посада / місце роботи / місце,جایگاه / شغل / محل,منصب / وظيفة / مكان,8,8,Ich suche eine neue Stelle.
880,A2,26,S,main,stellen,,,Verb,stellt,,to place / put,koymak,ставить / класть,ставити / класти,گذاشتن / قرار دادن,يضع / يحط,6,21,Bitte stell die Vase auf den Tisch.
881,A2,26,S,main,sterben,,,Verb,stirbt,ist gestorben,to die,ölmek,умирать,помирати,مردن,يموت,8,21,Er ist letztes Jahr gestorben.
882,A2,26,S,main,Stiefel,der,-,Noun,,,boot,çizme,сапог,чобіт,چکمه,حذاء طويل,8,7,Ich brauche warme Stiefel für den Winter.
883,A2,26,S,main,Stipen-,das,,Noun,,,scholarship (compound),burs- (önek),стипендия- (часть сложного слова),стипендія (частина складного слова),بورسیه-,منحة دراسية (مركب),8,9,Er bekommt ein Stipendium für sein Studium.
884,A2,26,S,main,Stock,der,¨-e;,Noun,,,floor / storey,kat,этаж,поверх,طبقه,طابق / دور,8,21,Wir wohnen im zweiten Stock.
885,A2,26,S,main,Strand,der,¨-e,Noun,,,beach,plaj,пляж,пляж,ساحل,شاطئ,3,10,Im Sommer gehen wir oft an den Strand.
886,A2,26,S,main,Straße,die,-n,Noun,,,street / road,sokak,улица / дорога,вулиця / дорога,خیابان / جاده,شارع / طريق,3,11,Ich gehe die Straße entlang.
887,A2,26,S,main,streiten,,,Verb,streitet,hat gestritten,to argue / fight,kavga etmek / tartışmak,ссориться / ругаться,сваритися / спорити,دعوا کردن / جر و بحث کردن,يتجادل / يتشاجر,9,21,Sie streiten sich oft über Kleinigkeiten.
888,A2,26,S,main,singen,,,Verb,singt,,to sing,şarkı söylemek,петь,співати,آواز خواندن,يغني,5,16,Ich singe gern unter der Dusche.
889,A2,26,S,main,Situation,die,-en,Noun,,,situation,durum,ситуация,ситуація,وضعیت,موقف / وضع,9,21,Die Situation ist kompliziert.
890,A2,26,S,main,sitzen,,,Verb,sitzt,,to sit,oturmak,сидеть,сидіти,نشستن,يجلس,3,21,Er sitzt auf der Bank im Park.
891,A2,26,S,main,Ski,der,"-, -er",Noun,,,ski,kayak,лыжи,лижі,اسکی,تزلج,4,15,Ich lerne Ski fahren im Winter.
892,A2,26,S,main,so,,,Other,,,so / like that,böyle,так / вот так,так / ось так,این‌طور / این‌گونه,هكذا / على هذا النحو,1,21,"Er ist so müde, dass er einschläft."
893,A2,26,S,main,Sofa,das,-s,Noun,,,sofa / couch,divan,диван,диван,مبل,أريكة / كنبة,4,6,Ich sitze auf dem Sofa und lese.
894,A2,26,S,main,sofort,,,Other,,,immediately,hemen,сразу / немедленно,негайно / одразу,فوراً,فوراً,5,2,Ich komme sofort.
895,A2,26,S,main,sogar,,,Other,,,even / in fact,hatta,даже / фактически,навіть / власне,حتی,حتى / بل,8,21,Sogar mein Vater kocht.
896,A2,26,S,main,sollen,,,Verb,soll,,should / to be supposed to,gerekmek,должен / полагаться,мати / повинен,باید / قرار بودن,ينبغي / من المفترض أن,5,21,Du sollst pünktlich kommen.
897,A2,26,S,main,Sonne,die,-n,Noun,,,sun,güneş,солнце,сонце,خورشید,شمس,2,14,Die Sonne scheint und es ist warm.
898,A2,26,S,main,spannend,,,Other,,,exciting / thrilling,heyecan verici,захватывающий / напряжённый,захопливий,هیجان‌انگیز,مثير / شيق,9,21,Das Buch ist sehr spannend.
899,A2,26,S,main,sparen,,,Verb,spart,hat gespart,to save (money),para biriktirmek,копить / экономить,заощаджувати,پس‌انداز کردن,يدخر (مالاً),8,12,Ich spare Geld für eine Reise.
900,A2,26,S,main,Spaß,der,,Noun,,,fun / joke,eğlence,веселье / шутка,веселощі / жарт,تفریح / شوخی,متعة / نكتة,4,15,Fußball macht mir viel Spaß.
901,A2,26,S,main,Spazier-,der,,Noun,,,walk (compound),gezinti- (önek),прогулка- (часть сложного слова),прогулянка (частина складного слова),پیاده‌روی-,نزهة (مركب),9,15,Wir machen einen Spaziergang im Park.
902,A2,26,S,main,speichern,,,Verb,speichert,hat gespeichert,to save (digital),kaydetmek,сохранять,зберігати,ذخیره کردن,يحفظ (رقمياً),9,17,Ich speichere die Datei auf dem Computer.
903,A2,26,S,main,Speisekarte,die,-n,Noun,,,menu,menü,меню,меню,منو,قائمة الطعام,10,5,Die Speisekarte ist auf Deutsch und Englisch.
904,A2,26,S,main,Spiel,das,-e,Noun,,,game / play,oyun,игра / пьеса,гра,بازی,لعبة / مباراة,2,15,Das Spiel beginnt um zwei Uhr.
905,A2,27,T,main,teilnehmen,,,Verb,nimmt teil,hat teilgenommen,to participate / take part,katılmak,участвовать / принимать участие,брати участь,شرکت کردن,يشارك / يُشارك في,10,21,Ich nehme an dem Kurs teil.
906,A2,27,T,main,Telefon,das,-e,Noun,,,telephone / phone,telefon,телефон,телефон,تلفن,هاتف / تليفون,3,13,Das Telefon klingelt.
907,A2,27,T,main,Teller,der,-,Noun,,,plate,tabağ,тарелка,тарілка,بشقاب,طبق,3,5,Die Suppe liegt auf dem Teller.
908,A2,27,T,main,Tennis,das,,Noun,,,tennis,tenis,теннис,теніс,تنیس,تنس,3,15,Ich spiele Tennis mit meiner Schwester.
909,A2,27,T,main,Tipp,der,-s,Noun,,,tip / hint,ipuçu,совет / подсказка,порада / підказка,نکته / توصیه,نصيحة / تلميح,8,21,Hast du einen Tipp für ein gutes Restaurant?
910,A2,27,T,main,Torte,die,-n,Noun,,,layer cake / gateau,pasta,торт,торт,کیک خامه‌ای,كعكة طبقية / غاتو,8,5,Die Torte zum Geburtstag war lecker.
911,A2,27,T,main,Tourist,der,"-en,",Noun,,,tourist,turist,турист,турист,گردشگر,سائح,3,10,Viele Touristen besuchen Berlin.
912,A2,27,T,main,tragen,,,Verb,trägt,hat getragen,to carry / wear,taşımak / giymek,нести / носить,нести / носити,حمل کردن / پوشیدن,يحمل / يرتدي,3,7,Ich trage heute eine Jeans und ein T-Shirt.
913,A2,27,T,main,trainieren,,,Verb,trainiert,hat trainiert,to train,antrenman yapmak,тренироваться,тренуватися,تمرین کردن,يتدرب,10,15,Ich trainiere dreimal die Woche.
914,A2,27,T,main,Training,das,-s,Noun,,,training,antrenman,тренировка,тренування,تمرین,تدريب,9,15,Das Training beginnt um acht Uhr morgens.
915,A2,27,T,main,Traum,der,¨-e,Noun,,,dream,rüya,сон / мечта,мрія / сон,رویا / خواب,حلم,2,21,Ich hatte einen schönen Traum letzte Nacht.
916,A2,27,S,main,Student,der,"-en,",Noun,,,"student (university, male)","öğrenci (üniversite, erkek)",студент (муж.),студент,دانشجوی مرد,طالب جامعي (مذكر),6,9,Er ist Student an der Universität.
917,A2,27,S,main,studieren,,,Verb,studiert,hat studiert,to study (university),okumak (üniversitede),учиться в вузе,навчатися (в університеті),در دانشگاه درس خواندن,يدرس (جامعياً),7,9,Sie studiert Medizin.
918,A2,27,S,main,Studium,das,,Noun,,,studies / degree,öğrenim / bölüm,учёба / степень,навчання / ступінь,تحصیل / رشته,دراسة / شهادة,8,9,Ich habe mein Studium letztes Jahr beendet.
919,A2,27,S,main,super,,,Other,,,great / super,harika,супер / отлично,чудово / супер,عالی,رائع / ممتاز,2,21,Das war super!
920,A2,27,S,main,Supermarkt,der,¨-e,Noun,,,supermarket,süpermarket,супермаркет,супермаркет,سوپرمارکت,سوبرماركت,7,12,Im Supermarkt kaufe ich Lebensmittel.
921,A2,27,S,main,Suppe,die,-n,Noun,,,soup,çorba,суп,суп,سوپ,شوربة / حساء,2,5,Die Suppe ist zu heiß.
922,A2,27,S,main,süß,,,Other,,,sweet,tatlı,сладкий,солодкий,شیرین,حلو,1,5,Das Baby ist so süß.
923,A2,27,S,main,Süßigkeiten,die,,Noun,,,sweets / candy,şekerlemeler,сладости / конфеты,солодощі,شیرینی / آب‌نبات,حلوى / سكاكر,10,21,Ich kaufe meinen Kindern Süßigkeiten.
924,A2,27,S,main,sympathisch,,,Other,,,likeable / nice,sempatik,приятный / симпатичный,симпатичний / приємний,دوست‌داشتنی / خوش‌برخورد,محبوب / لطيف,7,19,Er ist sehr sympathisch.
925,A2,27,T,main,Tablet,das,-s,Noun,,,tablet (device),tablet,планшет,планшет,تبلت,جهاز لوحي,8,17,Ich lese auf meinem Tablet.
926,A2,27,T,main,Tablette,die,-n,Noun,,,tablet / pill,tablet / hap,таблетка,таблетка,قرص,قرص / حبة دواء,9,4,Der Arzt gibt mir eine Tablette gegen die Schmerzen.
927,A2,27,T,main,tanzen,,,Verb,tanzt,,to dance,Dans etmek,танцевать,танцювати,رقصیدن,يرقص,5,15,Ich tanze gern auf Partys.
928,A2,27,T,main,Tasche,die,-n,Noun,,,bag / pocket,çanta,сумка / карман,сумка / кишеня,کیف / جیب,حقيبة / جيب,3,7,Ich suche meine Tasche.
929,A2,27,T,main,Taschengeld,das,,Noun,,,pocket money / allowance,harçlık,карманные деньги / пособие,кишенькові гроші,پول توجیبی,مصروف الجيب / بدل,10,12,Meine Eltern geben mir wöchentlich Taschengeld.
930,A2,27,T,main,Tasse,die,-n,Noun,,,cup,fincan,чашка,чашка,فنجان,فنجان,2,5,Ich trinke eine Tasse Tee.
931,A2,27,T,main,Taxi,das,-s,Noun,,,taxi,taksi,такси,таксі,تاکسی,تاكسي,1,11,Ich nehme ein Taxi zum Bahnhof.
932,A2,27,T,main,Tee,der,-s,Noun,,,tea,çay,чай,чай,چای,شاي,1,5,Ich trinke jeden Abend einen Tee.
933,A2,28,U,main,unbedingt,,,Other,,,absolutely / by all means,kesinlikle,обязательно / во что бы то ни стало,обов'язково / конче,حتماً / به هر حال,بالتأكيد / لا بد,9,21,Du musst das unbedingt sehen!
934,A2,28,U,main,und,,,Other,,,and,ve,и,і / та,و,و,1,21,Ich lerne Deutsch und Englisch.
935,A2,28,U,main,Unfall,der,¨-e,Noun,,,accident,kaza,несчастный случай / авария,нещасний випадок / аварія,حادثه,حادث,8,21,Es gab einen Unfall auf der Straße.
936,A2,28,U,main,Universität,die,-en,Noun,,,university,üniversite,университет,університет,دانشگاه,جامعة,10,9,Meine Schwester studiert an der Universität.
937,A2,28,U,main,Unterkunft,die,¨-e,Noun,,,accommodation,konaklama,жильё / размещение,житло / проживання,محل اقامت,إقامة / مسكن,10,10,Ich suche eine günstige Unterkunft.
938,A2,28,U,main,unternehmen,,,Verb,unternimmt,hat unternommen,to do / undertake,üstlenmek / yapmak,предпринимать / делать,підприємити / займатися,انجام دادن / بر عهده گرفتن,يفعل / يُقدم على,10,21,Was unternehmen wir am Wochenende?
939,A2,28,U,main,Unterricht,der,,Noun,,,lesson / class,ders,урок / занятие,урок / заняття,درس / کلاس,درس / حصة,10,9,Der Unterricht beginnt um acht Uhr.
940,A2,28,U,main,unterschreiben,,,Verb,unterschreibt,hat unterschrieben,to sign,imzalamak,подписывать,підписувати,امضا کردن,يوقع,10,21,Bitte unterschreib hier.
941,A2,28,U,main,Unterschrift,die,-en,Noun,,,signature,imza,подпись,підпис,امضا,توقيع,10,18,Ich brauche deine Unterschrift.
942,A2,28,U,main,Urlaub,der,-e,Noun,,,holiday / vacation,tatil,отпуск / каникулы,відпустка / канікули,تعطیلات,إجازة / عطلة,5,10,Im Urlaub fahren wir ans Meer.
943,A2,28,V,main,Veranstal-,die,,Noun,,,event (compound),etkinlik- (önek),мероприятие- (часть сложного слова),захід (частина складного слова),رویداد-,فعالية / حدث (مركب),10,16,Diese Veranstaltung ist kostenlos.
944,A2,28,V,main,verbieten,,,Verb,,,to forbid / prohibit,yasaklamak,запрещать,забороняти,ممنوع کردن,يحظر / يمنع,9,18,Das Rauchen ist hier verboten.
945,A2,28,V,main,verboten,,,Verb,,,forbidden / prohibited,yasak,запрещённый,заборонений,ممنوع,محظور / ممنوع,9,18,Hier ist das Parken verboten.
946,A2,28,V,main,verdienen,,,Verb,verdient,hat verdient,to earn,kazanç sağlamak / kazanmak,зарабатывать,заробляти,درآوردن / کسب کردن,يكسب / يستحق,9,8,Ich verdiene genug Geld für die Miete.
947,A2,28,V,main,Verein,der,-e,Noun,,,club / association,dernek / kulüp,клуб / объединение,клуб / об'єднання,انجمن / باشگاه,نادٍ / جمعية,8,18,Er ist Mitglied in einem Sportverein.
948,A2,28,V,main,vereinbaren,,,Verb,vereinbart,hat vereinbart,to agree on / arrange,kararlaştırmak / ayarlamak,договариваться / назначать,домовитися / узгодити,قرار گذاشتن / هماهنگ کردن,يتفق على / يُرتب,10,21,Wir vereinbaren einen Termin.
949,A2,28,V,main,vergessen,,,Verb,vergisst,,to forget,unutmak,забывать,забувати,فراموش کردن,ينسى,9,21,"Ich vergesse oft, wo ich meinen Schlüssel gelassen habe."
950,A2,28,T,main,Treppe,die,-n,Noun,,,stairs / staircase,merdiven,лестница,сходи,پله / راه‌پله,درج / سلم,5,6,Die Treppe ist rutschig.
951,A2,28,T,main,trinken,,,Verb,trinkt,hat getrunken,to drink,içmek,пить,пити,نوشیدن,يشرب,2,5,Ich trinke gern Wasser.
952,A2,28,T,main,trocken,,,Verb,bis morgen!das,hat getan,dry,kuru,сухой,сухий,خشک,جاف,6,14,Das Handtuch ist noch trocken.
953,A2,28,T,main,Tür,die,-en,Noun,,,door,kapı,дверь,двері,در,باب,1,6,Die Tür ist geschlossen.
954,A2,28,Ü,main,üben,,,Verb,übt,hat geübt,to practice,alıştırma yapmak / pratik yapmak,упражняться / практиковаться,практикуватися / вправлятися,تمرین کردن,يتدرب / يمارس,4,9,Ich übe jeden Tag eine Stunde Deutsch.
955,A2,28,Ü,main,über,,,Other,,,over / about / via,hakkında / üzerinden,над / о / через,над / про / через,درباره / از طریق / روی,فوق / عن / عبر,1,21,Der Film handelt über die Natur.
956,A2,28,Ü,main,übermorgen,,,Verb,,,the day after tomorrow,öbür gün / yarından sonraki gün,послезавтра,післязавтра,پس‌فردا,بعد غد,10,2,Übermorgen fahren wir nach Wien.
957,A2,28,Ü,main,übernachten,,,Verb,übernachtet,hat übernachtet,to stay overnight,gecelemek,ночевать,ночувати / залишатися на ніч,شب ماندن,يبيت / يقضي الليل,10,10,Ich übernachte in einem Hotel.
958,A2,28,Ü,main,übersetzen,,,Verb,übersetzt,hat übersetzt,to translate,çevirmek,переводить,перекладати,ترجمه کردن,يترجم,10,13,Kannst du das ins Deutsche übersetzen?
959,A2,28,Ü,main,Über-,die,,Noun,,,translation (compound),çeviri- (önek),перевод- (часть сложного слова),переклад (частина складного слова),ترجمه-,ترجمة (مركب),8,21,Ich brauche eine Übersetzung.
960,A2,28,Ü,main,überweisen,,,Verb,überweist,,to transfer (money),para transfer etmek,переводить (деньги),переказувати (гроші),پول واریز کردن,يحول (مالاً),10,21,Ich überweise die Miete am Monatsanfang.
961,A2,28,U,main,Uhr,die,-en,Noun,,,clock / watch,saat,часы / часы наручные,годинник,ساعت,ساعة,1,2,Wie spät ist es auf deiner Uhr?
962,A2,28,U,main,um,,,Other,,,around / at (time),saat civarında / -de,около / в (о времени),навколо / о (час),حدود / در,حول / في (الوقت),1,21,Das Kino beginnt um acht Uhr.
963,A2,28,U,main,umsteigen,,,Verb,steigt um,ist umgestiegen,to change (trains/buses),aktarma yapmak,делать пересадку,пересідати,عوض کردن وسیله / تعویض خط دادن,يغير (القطار/الحافلة),9,11,Ich muss zweimal umsteigen.
964,A2,28,U,main,umziehen,,,Verb,zieht um,ist umgezogen,to move house / change clothes,taşınmak / kıyafet değiştirmek,переезжать / переодеваться,переїжджати / перевдягатися,اسباب‌کشی کردن / لباس عوض کردن,ينتقل / يغير ملابسه,9,6,Ich ziehe nächsten Monat um.
965,A2,28,U,main,Umzug,der,¨-e,Noun,,,move / parade,taşınma / geçit töreni,переезд / парад,переїзд / парад,اسباب‌کشی / رژه,انتقال / موكب,8,6,Der Umzug in die neue Wohnung war anstrengend.
966,A2,29,V,main,Volleyball,der,¨-e,Noun,,,volleyball,voleybol,волейбол,волейбол,والیبال,كرة طائرة,10,15,Wir spielen heute Volleyball.
967,A2,29,V,main,von,,,Other,,,from / of / by,-den / -dan / tarafından,из / от / со стороны,від / з / за,از / توسط,من / عن / بواسطة,1,21,Der Brief kommt von meiner Freundin.
