id,level,source_page,section,entry_type,word,article,plural,word_type,verb_present,verb_perfect,translation_en,translation_tr,translation_ru,translation_uk,translation_fa,translation_ar,difficulty
588,A2,17,H,main,halten,,,Verb,hält,hat gehalten,to hold / stop,tutmak / durdurmak,держать / останавливаться,тримати / зупинятися,نگه داشتن / توقف کردن,يمسك / يتوقف,3
589,A2,17,H,main,Haltestelle,die,-n,Noun,,,bus stop / tram stop,durak,остановка,зупинка,ایستگاه,موقف الحافلة / موقف الترام,3
590,A2,17,H,main,hängen,,,Verb,hängt,,to hang,asılı durmak / asmak,висеть,висіти,آویزان بودن / آویزان کردن,يعلّق,3
591,A2,17,B,main,Bild,das,,Noun,,,picture / image,resim,картинка / изображение,картина / зображення,تصویر / عکس,صورة / لوحة,1
592,A2,17,H,main,hart,,,Other,,,hard,sert,твёрдый,твердий / жорсткий,سخت,صعب / قاسٍ,2
593,A2,17,H,main,hässlich,,,Other,,,ugly,çirkin,уродливый,негарний / бридкий,زشت,قبيح,3
594,A2,17,H,main,Hauptstadt,die,¨-e,Noun,,,capital city,başkent,столица,столиця,پایتخت,عاصمة,3
595,A2,17,H,main,Haushalt,der,-e,Noun,,,household,hane / ev işi,домашнее хозяйство,домашнє господарство,خانه‌داری / خانوار,منزل / أسرة,3
596,A2,17,H,main,Heft,das,-e,Noun,,,notebook / exercise book,defter,тетрадь,зошит,دفتر,دفتر / كراسة,3
597,A2,17,H,main,Heimat,die,,Noun,,,home / homeland,yurt / vatan,родина / дом,батьківщина / рідний край,میهن / زادگاه,وطن / موطن,3
598,A2,17,H,main,heiraten,,,Verb,heiratet,,to marry,evlenmek,жениться / выходить замуж,одружуватися / виходити заміж,ازدواج کردن,يتزوج,1
599,A2,17,H,main,heißen,,,Verb,heißt,hat geheißen,to be called / named,adlandırılmak / isim olmak,называться,називатися,نام داشتن / نامیده شدن,يُسمى / اسمه,1
600,A2,17,H,main,Heizung,die,-en,Noun,,,heating,kalorifer / ısınma,отопление,опалення,گرمایش / بخاری,تدفئة,3
601,A2,17,H,main,hell,,,Other,,,bright / light,parlak,светлый / яркий,світлий / яскравий,روشن / نورانی,مضيء / فاتح,2
602,A2,17,H,main,Hemd,das,-en,Noun,,,shirt,gömlek,рубашка,сорочка,پیراهن,قميص,3
603,A2,17,H,main,her / her- / -her,,,Other,,,here / from there (directional prefix),burada / oradan (önek),сюда / оттуда (приставка),сюди / звідти (префікс),اینجا / به این‌سو,من هناك / إلى هنا (بادئة اتجاهية),3
604,A2,17,H,main,heraus,,,Other,,,out here / out,dışarı / buraya dışarı,наружу / сюда наружу,назовні / звідси,بیرون / به بیرون,إلى الخارج / خارجًا,2
605,A2,17,H,main,raus,,,Other,,,out / outside (colloquial),dışarı / dışarıya (konuşma dili),вон / наружу (разг.),надвір / назовні (розм.),بیرون,خارج (عامي),2
606,A2,18,J,main,jung,,,Other,,,young,genç,молодой,молодий,جوان,شاب / صغير,1
607,A2,18,J,main,Junge,der,-n,Noun,,,boy,erkek çocuk,мальчик,хлопець,پسر,فتى / ولد,1
608,A2,18,K,main,Kaffee,der,-s,Noun,,,coffee,kahve,кофе,кава,قهوه,قهوة,1
609,A2,18,K,main,Kalender,der,-,Noun,,,calendar,takvim,календарь,календар,تقویم,تقويم / روزنامة,2
610,A2,18,K,main,kalt,,,Other,,,cold,soğuk,холодный,холодний,سرد,بارد,1
611,A2,18,K,main,Kamera,die,-s,Noun,,,camera,kamera,камера,камера,دوربین,كاميرا,3
612,A2,18,K,main,Kartoffel,die,-n,Noun,,,potato,patates,картофель,картопля,سیب‌زمینی,بطاطس,3
613,A2,18,K,main,Kaufhaus,das,-¨er,Noun,,,department store,alışveriş merkezi / büyük mağaza,универмаг,універмаг,فروشگاه بزرگ,مركز تجاري / بازار,3
614,A2,18,K,main,Keller,der,-,Noun,,,cellar / basement,kiler / bodrum,подвал,підвал / льох,زیرزمین / انبار,قبو / سرداب,3
615,A2,18,K,main,kennen,,,Verb,kennt,hat gekannt,to know (a person or place),tanımak,знать (человека или место),знати (людину або місце),شناختن,يعرف (شخصًا أو مكانًا),1
616,A2,18,K,main,kennenlernen,,,Verb,lernt kennen,,to get to know / meet,tanışmak,знакомиться / узнавать,познайомитися / дізнатися,آشنا شدن,يتعرف على / يلتقي بـ,3
617,A2,18,K,main,Kenntnisse,die,,Noun,,,knowledge / skills,bilgiler / yetkinlikler,знания / навыки,знання / навички,دانش / مهارت‌ها,معرفة / مهارات,3
618,A2,18,K,main,Kette,die,-n,Noun,,,chain / necklace,zincir / kolye,цепочка / ожерелье,ланцюжок / намисто,زنجیر / گردنبند,سلسلة / عقد,3
619,A2,18,K,main,Kind,das,-er,Noun,,,child,çocuk,ребёнок,дитина,کودک,طفل,1
620,A2,18,I,main,immer,,,Other,,,always,her zaman,всегда,завжди,همیشه,دائمًا,1
621,A2,18,I,main,Information,die,-en,Noun,,,information,bilgi,информация,інформація,اطلاعات,معلومات,2
622,A2,18,I,main,informieren,,,Verb,,,to inform,bilgilendirmek,информировать,інформувати,اطلاع دادن,يُعلم / يُخبر,3
623,A2,18,I,main,Insel,die,-n,Noun,,,island,ada,остров,острів,جزیره,جزيرة,2
624,A2,18,I,main,Instrument,das,-e,Noun,,,instrument,enstrüman,инструмент,інструмент,ساز / ابزار,آلة موسيقية,2
625,A2,18,I,main,interessieren,,,Verb,interessiert,,to interest,ilgilendirmek,интересовать,цікавити,علاقه‌مند کردن,يُثير اهتمام,3
626,A2,18,I,main,international,,,Other,,,international,uluslararası,международный,міжнародний,بین‌المللی,دولي,3
627,A2,18,I,main,Internet,das,,Noun,,,internet,internet,интернет,інтернет,اینترنت,إنترنت,1
628,A2,18,I,main,Interview,das,-s,Noun,,,interview,röportaj / mülakat,интервью,інтерв'ю,مصاحبه,مقابلة,3
629,A2,18,J,main,ja,,,Other,,,yes,evet,да,так,بله,نعم,1
630,A2,18,J,main,Jacke,die,-n,Noun,,,jacket,ceket,куртка,куртка,کت / ژاکت,سترة / جاكيت,1
631,A2,18,J,main,jemand,,,Other,,,someone / somebody,biri,кто-то,хтось,کسی,شخص ما / أحد,1
632,A2,18,J,main,joggen,,,Verb,joggt,,to jog / go jogging,jog yapmak / koşmak,бегать трусцой,бігати підтюпцем / займатися джогінгом,آهسته دویدن,يركض / يمشي بسرعة,2
633,A2,18,J,main,Jugend-,die,,Noun,,,youth hostel (compound),gençlik- (önek),молодёжный хостел- (часть сложного слова),молодіжний хостел (частина складного слова),جوانان-,شباب- (بادئة تركيبية),2
634,A2,19,K,main,kostenlos,,,Other,,,free of charge,ücretsiz,бесплатный,безкоштовний,رایگان,مجاني / بلا رسوم,2
635,A2,19,K,main,krank,,,Other,,,sick / ill,hasta,больной,хворий,بیمار,مريض / عليل,1
636,A2,19,K,main,Kranken-,das,,Noun,,,hospital (compound),hastane- (önek),больница- (часть сложного слова),лікарня (частина складного слова),بیمارستان-,مستشفى- (بادئة تركيبية),3
637,A2,19,K,main,Kranken-,die,,Noun,,,health insurance / nurse (compound),sağlık- (önek),медстраховка / медсестра- (часть сложного слова),медичне страхування / медсестра (частина складного слова),بیمه درمانی- / پرستار-,تأمين صحي / ممرض (مركب),3
638,A2,19,K,main,Krankheit,die,-en,Noun,,,illness / disease,hastalık,болезнь,хвороба,بیماری,مرض / داء,3
639,A2,19,K,main,Kreuzung,die,-en,Noun,,,crossroads / intersection,kavşak,перекрёсток,перехрестя,تقاطع,تقاطع طرق / تقاطع,3
640,A2,19,K,main,Krimi,der,-s,Noun,,,crime novel / thriller,polisiye roman,детектив / триллер,детектив / трилер,رمان جنایی / تریلر,رواية بوليسية / رواية إثارة,3
641,A2,19,K,main,Küche,die,-n,Noun,,,kitchen,mutfak,кухня,кухня,آشپزخانه,مطبخ,1
642,A2,19,K,main,Kuchen,der,- kühl,Noun,,,cake,pasta / kek,торт / пирог,пиріг / торт,کیک,كعكة,1
643,A2,19,K,main,Kühl-,der,,Noun,,,refrigerator (compound),soğutma- (önek),холодильник- (часть сложного слова),холодильник (частина складного слова),یخچال-,ثلاجة (مركب),3
644,A2,19,K,main,Kultur,die,-en,Noun,,,culture,kültür,культура,культура,فرهنگ,ثقافة,3
645,A2,19,K,main,kümmern,,,Verb,kümmert,hat gekümmert,to take care of / look after,ilgilenmek / bakmak,заботиться / присматривать,турбуватися / доглядати,رسیدگی کردن / مراقبت کردن,يعتني بـ / يهتم بـ,3
646,A2,19,K,main,Kunde,der,-n /,Noun,,,customer (male),müşteri (erkek),клиент (муж.),клієнт (чол.),مشتری مرد,زبون (مذكر),3
647,A2,19,K,main,Kundin,die,-nen,Noun,,,customer (female),müşteri (kadın),клиентка (жен.),клієнтка,مشتری زن,زبونة (مؤنث),3
648,A2,19,K,main,kündigen,,,Verb,kündigt,hat gekündigt,to quit / give notice,işten ayrılmak / feshetmek,увольняться / уведомлять об увольнении,звільнятися / розривати контракт,استعفا دادن / فسخ کردن,يستقيل / يقدم إشعاراً بالاستقالة,3
649,A2,19,K,main,Kunst,die,¨-e,Noun,,,art,sanat,искусство,мистецтво,هنر,فن,1
650,A2,19,K,main,Kurs,der,-e,Noun,,,course / class,kurs,курс / занятие,курс,دوره / کلاس,دورة / درس,3
651,A2,19,L,main,lachen,,,Verb,lacht,hat gelacht,to laugh,gülmek,смеяться,сміятися,خندیدن,يضحك,1
652,A2,19,L,main,Laden,der,¨-,Noun,,,shop / store,mağaza,магазин,магазин / крамниця,مغازه,محل / متجر,1
653,A2,19,L,main,Lampe,die,-n,Noun,,,lamp / light,lamba,лампа / светильник,лампа,چراغ / لامپ,مصباح / ضوء,1
654,A2,19,W,main,wohnen,,,Other,,,to live / reside,ikamet etmek / yaşamak,жить / проживать,жити / мешкати,زندگی کردن / سکونت داشتن,يسكن / يقيم,1
655,A2,19,L,main,Landschaft,die,-en,Noun,,,landscape / scenery,manzara,пейзаж / местность,пейзаж / краєвид,منظره / چشم‌انداز,منظر طبيعي / مشهد,3
656,A2,19,K,main,Kirche,die,-n,Noun,,,church,kilise,церковь,церква,کلیسا,كنيسة,3
657,A2,19,K,main,Klavier,das,-e,Noun,,,piano,piyano,пианино,піаніно,پیانو,بيانو,3
658,A2,19,K,main,Kleid,das,-er,Noun,,,dress,elbise,платье,сукня,پیراهن / لباس زنانه,فستان,3
659,A2,19,U,main,und,,,Other,,,and,ve,и,і / та,و,و,1
660,A2,19,K,main,klein,,,Other,,,small / little,küçük,маленький,маленький,کوچک,صغير / قليل,1
661,A2,19,K,main,klug,,,Other,,,clever / smart,zeki,умный / сообразительный,розумний,باهوش,ذكي / فطن,3
662,A2,19,K,main,kochen,,,Verb,kocht,,to cook,yemek pişirmek,готовить,готувати / варити,غذا پختن,يطبخ,1
663,A2,19,K,main,Koffer,der,-,Noun,,,suitcase,valiz,чемодан,валіза,چمدان,حقيبة سفر,3
664,A2,19,K,main,Kollegin,die,-nen,Noun,,,colleague (female),iş arkadaşı (kadın),коллега (жен.),колежанка,همکار زن,زميلة (مؤنث),3
665,A2,19,K,main,komisch,,,Other,,,strange / funny / odd,garip / tuhaf,странный / смешной / чудной,дивний / смішний / кумедний,عجیب / خنده‌دار,غريب / مضحك / شاذ,2
666,A2,19,K,main,komisch,,,Other,,,strange / funny / odd,garip / tuhaf,странный / смешной / чудной,дивний / смішний / кумедний,عجیب / خنده‌دار,غريب / مضحك / شاذ,2
667,A2,19,K,main,kommen,,,Verb,kommt,,to come,gelmek,приходить,приходити / приїжджати,آمدن,يأتي,1
668,A2,19,K,main,können,,,Verb,kann,hat gekonnt,can / to be able to,yapabilmek,мочь / быть в состоянии,могти / вміти,توانستن,يستطيع / يكون قادراً على,1
669,A2,19,K,main,Kontakt,der,-e,Noun,,,contact,iletişim / temas,контакт,контакт,تماس / ارتباط,تواصل,3
670,A2,19,K,main,Konto,das,-en,Noun,,,bank account,hesap,банковский счёт,рахунок (банківський),حساب بانکی,حساب مصرفي,3
671,A2,19,K,main,kontrollieren,,,Verb,,,to check / control,denetlemek / kontrol etmek,контролировать / проверять,перевіряти / контролювати,کنترل کردن / بررسی کردن,يفحص / يتحكم,3
672,A2,19,K,main,Konzert,das,-e,Noun,,,concert,konser,концерт,концерт,کنسرت,حفلة موسيقية,3
673,A2,19,K,main,Kopf,der,¨-e,Noun,,,head,baş,голова,голова,سر,رأس,1
674,A2,19,T,main,tun,,,Verb,z.,,to do,yapmak,делать,робити,انجام دادن,يفعل,1
675,A2,19,K,main,Kosmetik,die,,Noun,,,cosmetics / beauty products,kozmetik,косметика / средства красоты,косметика,لوازم آرایشی,مستحضرات تجميل / منتجات تجميل,3
676,A2,19,I,main,interessant,,,Other,,,interesting,ilginç,интересный,цікавий,جالب,مثير للاهتمام,3
677,A2,20,L,main,Link,der,-s,Noun,,,link (web),bağlantı (web),ссылка,посилання,پیوند,رابط (إنترنت),3
678,A2,20,L,main,Lust,die,,Noun,,,desire / mood / inclination,istek / canı çekme,желание / настроение / охота,бажання / настрій / схильність,میل / حوصله,رغبة / مزاج / ميل,3
679,A2,20,L,main,lustig,,,Other,,,funny / amusing,komik,смешной / забавный,смішний / веселий,بامزه / خنده‌دار,مضحك / مسلٍّ,1
680,A2,20,M,main,machen,,,Verb,macht,hat gemacht,to make / do,yapmak,делать,робити,انجام دادن / ساختن,يصنع / يفعل,1
681,A2,20,E,main,Essen,das,,Noun,,,food / meal,yemek,еда / приём пищи,їжа / прийом їжі,غذا,طعام / وجبة,1
682,A2,20,M,main,Mädchen,das,-,Noun,,,girl,kız,девочка,дівчинка / дівчина,دختر,فتاة,1
683,A2,20,M,main,Magen,der,¨-,Noun,,,stomach,mide,желудок,шлунок,معده,معدة,3
684,A2,20,M,main,malen,,,Verb,malt,hat gemalt,to paint,resim yapmak,рисовать,малювати,نقاشی کردن,يرسم,3
685,A2,20,M,main,man,,,Other,,,one / you (impersonal),insan / biri,"кто-то / безличное ""ты""",один / ти (безособове),آدم / کسی,المرء / أنتَ (ضمير غير شخصي),1
686,A2,20,M,main,manch-,,,Other,,,some- (prefix),bazı- (önek),некоторый- (приставка),деякі- (префікс),بعضی-,بعض- (سابقة),3
687,A2,20,M,main,Mann,der,¨-er,Noun,,,man / husband,adam / koca,мужчина / муж,чоловік,مرد / شوهر,رجل / زوج,1
688,A2,20,M,main,Maschine,die,-n,Noun,,,machine,makine,машина,машина,ماشین / دستگاه,آلة,3
689,A2,20,M,main,meinen,,,Verb,meint,hat gemeint,to think / mean / believe,düşünmek / demek istemek,считать / иметь в виду / полагать,думати / мати на увазі,فکر کردن / منظور داشتن,يعتقد / يقصد / يرى,3
690,A2,20,M,main,Meinung,die,-en,Noun,,,opinion,görüş,мнение,думка,نظر,رأي,3
691,A2,20,M,main,meist-,,,Other,,,most- (prefix),çoğunlukla- (önek),самый- / большинство- (приставка),найбільш- (префікс),بیشتر-,أكثر- (سابقة),2
692,A2,20,L,main,lange,,,Other,,,for a long time / long,uzun süre / uzun,долго / длинный,довго / давно,مدت طولانی / بلند,لوقت طويل / طويلاً,2
693,A2,20,L,main,laufen,,,Verb,läuft,ist gelaufen,to run / walk,yürümek / koşmak,бежать / ходить,бігти / іти,دویدن / راه رفتن,يركض / يمشي,1
694,A2,20,L,main,Leben,das,-,Noun,,,life,hayat,жизнь,життя,زندگی,حياة,1
695,A2,20,M,main,mittel,,,Other,,,medium / average,orta,средний / посредственный,середній,متوسط,متوسط,2
696,A2,20,L,main,leihen,,,Verb,leiht,hat geliehen,to borrow / lend,ödünç vermek / almak,одалживать / брать взаймы,позичати,قرض گرفتن / قرض دادن,يستعير / يُعير,3
697,A2,20,L,main,lesen,,,Verb,liest,hat gelesen,to read,okumak,читать,читати,خواندن,يقرأ,1
698,A2,20,L,main,letzt-,,,Other,,,last- (prefix),son- (önek),последний- (приставка),останній- (префікс),آخرین-,أخير- (سابقة),2
699,A2,20,L,main,Leute,die,,Noun,,,people,insanlar,люди,люди,مردم,ناس / أشخاص,1
700,A2,20,L,main,lieben,,,Verb,liebt,hat geliebt,to love,sevmek,любить,любити,دوست داشتن,يحب,1
701,A2,20,L,main,liegen,,,Verb,liegt,,to lie / be located,uzanmak / bulunmak,лежать / находиться,лежати / знаходитися,قرار داشتن / دراز کشیدن,يستلقي / يقع,1
702,A2,21,M,main,Moment,der,-e,Noun,,,moment,an,момент,момент / мить,لحظه,لحظة,1
703,A2,21,M,main,morgen,,,Verb,,,tomorrow,yarın,завтра,завтра,فردا,غداً,1
704,A2,21,M,main,Motor,der,-en,Noun,,,engine / motor,motor,мотор / двигатель,мотор / двигун,موتور,محرك / موتور,3
705,A2,21,M,main,Mund,der,¨-er,Noun,,,mouth,ağız,рот,рот,دهان,فم,1
706,A2,21,M,main,Museum,das,-een,Noun,,,museum,müze,музей,музей,موزه,متحف,1
707,A2,21,M,main,Musik,die,,Noun,,,music,müzik,музыка,музика,موسیقی,موسيقى,1
708,A2,21,M,main,müssen,,,Verb,muss,,must / to have to,meli / malı (zorunluluk),должен / нужно,мусити / повинен,باید,يجب / ينبغي,1
709,A2,21,M,main,musste,,,Other,,,had to (past),zorunda kaldı,должен был / пришлось,мусив / повинен був,باید می‌کرد / مجبور بود,كان عليه أن (ماضٍ),2
710,A2,21,M,main,Mütze,die,-n,Noun,,,hat / cap,kasket / bere,шапка / кепка,шапка,کلاه,قبعة / طاقية,3
711,A2,21,N,main,nach,,,Other,,,to / after / according to,-e / sonra / göre,к / после / согласно,до / після / відповідно до,به / بعد از / مطابق,إلى / بعد / وفقاً لـ,1
712,A2,21,N,main,Nachbar,der,"-n,",Noun,,,neighbor,komşu,сосед,сусід,همسایه,جار,3
713,A2,21,N,main,Nachricht,die,-en,Noun,,,message / news,haber / mesaj,сообщение / новость,повідомлення / новини,پیام / خبر,رسالة / أخبار,3
714,A2,21,N,main,Nähe,die,,Noun,,,vicinity / nearness,yakınlık,близость,близькість / поблизу,نزدیکی,جوار / قرب,3
715,A2,21,N,main,Name,der,-n,Noun,,,name,isim,имя,ім'я / назва,نام,اسم,1
716,A2,21,N,main,nass,,,Other,,,wet,ıslak,мокрый,мокрий / вологий,خیس,مبلل,2
717,A2,21,N,main,Natur,die,,Noun,,,nature,doğa,природа,природа,طبیعت,طبيعة,1
718,A2,21,N,main,natürlich,,,Other,,,of course / naturally,tabii ki / doğal olarak,конечно / естественно,звичайно / природно,البته / طبیعی,بالطبع / طبيعياً,1
719,A2,21,N,main,neben,,,Verb,,,next to / beside,yanında,рядом с / возле,поряд / біля,کنار,بجانب / إلى جانب,1
720,A2,21,M,main,Mensch,der,-en,Noun,,,person / human being,insan,человек,людина,انسان,شخص / إنسان,1
721,A2,21,M,main,merken,,,Verb,merkt,hat gemerkt,to notice / realize,fark etmek,замечать / понимать,помічати / усвідомлювати,متوجه شدن,يلاحظ / يدرك,3
722,A2,21,M,main,Messe,die,-n,Noun,,,trade fair / mass (church),fuar / ayin,ярмарка / месса,ярмарок / меса (церковна служба),نمایشگاه / مراسم عشای ربانی,معرض تجاري / قداس (كنيسة),3
723,A2,21,M,main,Messer,das,-,Noun,,,knife,bıçak,нож,ніж,چاقو,سكين,3
724,A2,21,M,main,Miete,die,-n,Noun,,,rent,kira,арендная плата,оренда / квартирна плата,اجاره,إيجار,3
725,A2,21,M,main,mieten,,,Verb,mietet,hat gemietet,to rent,kiralamak,снимать / арендовать,орендувати,اجاره کردن,يستأجر,3
726,A2,21,M,main,Milch,die,,Noun,,,milk,süt,молоко,молоко,شیر,حليب,1
727,A2,21,M,main,Mineral-,das,,Noun,,,mineral water (compound),maden suyu- (önek),минеральная вода- (часть сложного слова),мінеральна вода (частина складного слова),آب معدنی-,مياه معدنية (مركب),2
728,A2,21,M,main,mit,,,Other,,,with / by,ile,с / при помощи,з / за допомогою,با / به‌وسیله,مع / بواسطة,1
729,A2,21,M,main,Mitarbeiter,der,-,Noun,,,employee / staff member,çalışan,сотрудник / работник,співробітник,کارمند,موظف / عضو في الطاقم,3
730,A2,21,M,main,Mittagessen,das,-,Noun,,,lunch,öğle yemeği,обед,обід,ناهار,غداء,3
731,A2,21,M,main,Mittel,das,-,Noun,,,means / remedy,araç / çare,средство / способ,засіб / ліки,وسیله / درمان,وسيلة / علاج,2
732,A2,21,M,main,Möbel,die,,Noun,,,furniture,mobilya,мебель,меблі,مبلمان,أثاث,2
733,A2,21,M,main,Mobil-,das,,Noun,,,mobile phone (compound),cep telefonu- (önek),мобильный телефон- (часть сложного слова),мобільний телефон (частина складного слова),تلفن همراه-,هاتف محمول (مركب),2
734,A2,21,M,main,möchten,,,Verb,möchte,hat gemocht,would like to,istemek,хотел бы,хотіти / хотів би,مایل بودن / دوست داشتن,يودّ / يرغب في,1
735,A2,21,M,main,Mode,die,-n,Noun,,,fashion,moda,мода,мода,مد,موضة,1
736,A2,21,M,main,möglich,,,Other,,,possible,mümkün,возможный,можливий,ممکن,ممكن,3
737,A2,22,O,main,offen,,,Verb,,,open,açık,открытый,відкритий,باز,مفتوح,1
738,A2,22,Ö,main,öffnen,,,Verb,öffnet,hat geöffnet,to open,açmak,открывать,відкривати,باز کردن,يفتح,1
739,A2,22,O,main,oft,,,Other,,,often,sık sık,часто,часто,اغلب,كثيراً / في أغلب الأحيان,1
740,A2,22,O,main,Ohr,das,-en,Noun,,,ear,kulak,ухо,вухо,گوش,أذن,1
741,A2,22,Ö,main,Öl,das,-e,Noun,,,oil,yakıt / yağ,масло / нефть,олія / масло,روغن,زيت,2
742,A2,22,O,main,online,,,Other,,,online,çevrimiçi,онлайн,онлайн,آنلاین,على الإنترنت,1
743,A2,22,O,main,Orange,die,-n,Noun,,,orange (fruit),portakal,апельсин,апельсин,پرتقال,برتقالة (فاكهة),1
744,A2,22,O,main,Ordnung,die,-en,Noun,,,order / tidiness,düzen,порядок / аккуратность,порядок,نظم / ترتیب,نظام / ترتيب,3
745,A2,22,O,main,organisieren,,,Verb,,,to organize,organize etmek / düzenlemek,организовывать,організовувати,سازمان‌دهی کردن,ينظّم,3
746,A2,22,O,main,Ort,der,-e,Noun,,,place / location,yer,место / населённый пункт,місце / населений пункт,مکان / محل,مكان / موقع,1
747,A2,22,P,main,Paar,das,-e,Noun,,,pair / couple,çift,пара / пара людей,пара,جفت / زوج,زوج / ثنائي,1
748,A2,22,E,main,ein,,,Other,,,a / one,bir,один / какой-то,один,یک,أ / واحد,1
749,A2,22,P,main,packen,,,Verb,packt,hat gepackt,to pack,paketlemek,паковать,пакувати,بسته‌بندی کردن,يحزم,2
750,A2,22,P,main,Paket,das,-e,Noun,,,package / parcel,parça / paket,посылка / пакет,пакет / посилка,بسته / مرسوله,طرد / حزمة,3
751,A2,22,P,main,Partner,der,-,Noun,,,partner (male),ortak / partner (erkek),партнёр (муж.),партнер (чол.),شریک مرد / همسر مرد,شريك (مذكر),3
752,A2,22,P,main,Partnerin,die,-nen,Noun,,,partner (female),ortak / partner (kadın),партнёрша (жен.),партнерка,شریک زن / همسر زن,شريكة (مؤنث),3
753,A2,22,P,main,Party,die,-s,Noun,,,party,parti / eğlence,вечеринка,вечірка,مهمانی,حفلة,1
754,A2,22,P,main,passieren,,,Verb,passiert,,to happen / occur,olmak,случаться / происходить,траплятися / відбуватися,اتفاق افتادن,يحدث / يقع,1
755,A2,22,N,main,nennen,,,Verb,nennt,,to name / call,adlandırmak / çağırmak,называть,називати,نامیدن / صدا کردن,يسمّي / يُطلق اسماً على,2
756,A2,22,N,main,nervös,,,Other,,,nervous,gergin,нервный,нервовий,عصبی,متوتر / عصبي,3
757,A2,22,N,main,neu,,,Other,,,new,yeni,новый,новий,جدید,جديد,1
758,A2,22,N,main,nicht,,,Other,,,not,değil,не,не,نه,لا,1
759,A2,22,N,main,nichts,,,Other,,,nothing,hiçbir şey,ничего,нічого,هیچ‌چیز,لا شيء,1
760,A2,22,N,main,nie,,,Other,,,never,asla,никогда,ніколи,هرگز,أبداً,1
761,A2,22,N,main,niemand,,,Other,,,nobody / no one,hiç kimse,никто,ніхто,هیچ‌کس,لا أحد,2
762,A2,22,N,main,nirgends,,,Other,,,nowhere,hiçbir yerde,нигде,ніде,هیچ‌جا,في لا مكان / لا في أي مكان,3
763,A2,22,N,main,noch,,,Other,,,still / yet,hala / henüz,ещё / всё ещё,ще / все ще,هنوز / باز هم,لا يزال / بعد,1
764,A2,22,N,main,normal,,,Other,,,normal,normal,нормальный,нормальний,عادی,طبيعي,2
765,A2,22,N,main,Note,die,-n,Noun,,,grade / mark,not,оценка,оцінка,نمره,درجة / علامة,3
766,A2,22,N,main,Notiz,die,-en,Noun,,,note / memo,not / not kağıdı,заметка / записка,нотатка,یادداشت,ملاحظة / مذكرة,3
767,A2,22,N,main,Nudel,die,-n,Noun,,,noodle / pasta,makarna,лапша / макароны,локшина / паста,نودل / ماکارونی,شعيرية / معكرونة,1
768,A2,22,N,main,Nummer,die,-n,Noun,,,number,numara,номер,номер,شماره,رقم,1
769,A2,22,N,main,nur,,,Other,,,only / just,sadece,только / просто,тільки / лише,فقط,فقط,1
770,A2,22,N,main,nützlich,,,Other,,,useful,faydalı,полезный,корисний,مفید,مفيد,3
771,A2,22,O,main,oben,,,Verb,,,above / upstairs,yukarıda,сверху / наверху,вгорі / нагорі,بالا / در بالا,أعلى / في الطابق العلوي,2
772,A2,22,O,main,oder,,,Other,,,or,veya,или,або,یا,أو,1
773,A2,23,P,main,Projekt,das,-e,Noun,,,project,proje,проект,проект,پروژه,مشروع,3
774,A2,23,P,main,Prospekt,der,-e,Noun,,,brochure / leaflet,broşür,проспект / брошюра,проспект / буклет,بروشور,كتيب / نشرة,3
775,A2,23,P,main,prüfen,,,Verb,prüft,hat geprüft,to check / test,denetlemek / kontrol etmek,проверять / тестировать,перевіряти / тестувати,بررسی کردن / آزمودن,يفحص / يختبر,2
776,A2,23,P,main,Prüfung,die,-en,Noun,,,exam / test,sınav,экзамен / тест,іспит / тест,امتحان / آزمون,امتحان / اختبار,2
777,A2,23,P,main,putzen,,,Verb,putzt,hat geputzt,to clean,temizlemek,чистить / убирать,чистити / прибирати,تمیز کردن,ينظّف,2
778,A2,23,Q,main,Qualität,die,-en,Noun,,,quality,kalite,качество,якість,کیفیت,جودة,3
779,A2,23,Q,main,Quiz,das,,Noun,,,quiz,quiz,викторина,вікторина,کوئیز,مسابقة,2
780,A2,23,R,main,Radio,das,-s,Noun,,,radio,radyo,радио,радіо,رادیو,راديو,1
781,A2,23,R,main,Rathaus,das,¨-er,Noun,,,town hall / city hall,belediye binası,ратуша / мэрия,ратуша / міська рада,شهرداری,مبنى البلدية / دار البلدية,3
782,A2,23,R,main,Rätsel,das,-,Noun,,,puzzle / riddle,bilmece,загадка / головоломка,загадка,معما,لغز / أحجية,3
783,A2,23,R,main,rauchen,,,Verb,raucht,hat geraucht,to smoke,sigara içmek,курить,курити,سیگار کشیدن,يدخّن,2
784,A2,23,R,main,Raum,der,¨-e,Noun,,,room / space,oda,комната / пространство,кімната / простір,اتاق / فضا,غرفة / فضاء,3
785,A2,23,R,main,Rechnung,die,-en,Noun,,,bill / invoice,fatura,счёт / счёт-фактура,рахунок / накладна,صورتحساب / فاکتور,فاتورة / حساب,3
786,A2,23,R,main,Regen,der,,Noun,,,rain,yagmur,дождь,дощ,باران,مطر,1
787,A2,23,R,main,Reinigung,die,-en,Noun,,,cleaning / dry cleaner's,temizlik / kuru temizleme,чистка / химчистка,прибирання / хімчистка,تمیزکاری / خشکشویی,تنظيف / محل تنظيف جاف,3
788,A2,23,P,main,Pause,die,-n,Noun,,,break / pause,mola,перерыв / пауза,перерва / пауза,وقفه / استراحت,استراحة / توقف,1
789,A2,23,P,main,Person,die,-en,Noun,,,person,kişi,человек,особа / людина,شخص,شخص,1
790,A2,23,P,main,Pizza,die,-s/-en,Noun,,,pizza,pizza,пицца,піца,پیتزا,بيتزا,1
